-	/dispersal	/flowers	/flowers/ovary	/flowers/ovary/stigma	/flowers/stamens	/flowers/stamens/filaments	/fruits	/fruits/apex	/fruits/diameter	/fruits/dimensions	/fruits/length	/fruits/seeds	/fruits/stigma	/fruits/stigma/length	/fruits/thickness	/fruits/width	/habit	/habit/fertile stems	/habit/height	/habit/length	/habit/odor	/habit/rhizome	/habit/upper internodes	/indumentum	/inflorescences	/inflorescences/anthers	/inflorescences/common peduncle	/inflorescences/common peduncle/lateral branches	/inflorescences/common peduncle/lateral branches/length	/inflorescences/common peduncle/length	/inflorescences/common peduncle/peduncle	/inflorescences/common peduncle/peduncle/length	/inflorescences/floral bracts	/inflorescences/floral bracts/diameter	/inflorescences/floral bracts/filaments	/inflorescences/floral bracts/rachises	/inflorescences/flower number	/inflorescences/flowers	/inflorescences/growth form	/inflorescences/length	/inflorescences/ovary	/inflorescences/ovary/stigma	/inflorescences/peduncle	/inflorescences/peduncle/length	/inflorescences/position	/inflorescences/rachises	/inflorescences/spikes	/inflorescences/spikes/diameter	/inflorescences/spikes/dimensions	/inflorescences/spikes/length	/inflorescences/spikes/rachises	/inflorescences/spikes/thickness	/inflorescences/spikes/width	/inflorescences/stamens	/inflorescences/stamens/anthers	/inflorescences/stamens/length	/inflorescences/thecae	/infructescences	/infructescences/dimensions	/infructescences/fruits	/infructescences/fruits/diameter	/infructescences/fruits/stigma	/infructescences/fruits/thickness	/infructescences/fruits/width	/infructescences/length	/infructescences/stigma	/infructescences/thickness	/infructescences/width	/internodes	/juvenile fruits	/leaves	/leaves/blade	/leaves/blade/apex	/leaves/blade/base	/leaves/blade/base/length	/leaves/blade/diameter	/leaves/blade/dimensions	/leaves/blade/margins	/leaves/blade/shape	/leaves/blade/texture	/leaves/fertile branches	/leaves/petiole	/leaves/petiole/length	/leaves/petiole/relative distance	/leaves/prophyllum	/leaves/shape	/leaves/stipules	/leaves/veins	/mature fruits	/petiole	/petiole/blade	/petiole/blade/apex	/petiole/blade/base	/petiole/blade/base/differential distance	/petiole/blade/dimensions	/petiole/blade/margins	/petiole/blade/shape	/petiole/blade/texture	/petiole/length	/petiole/ligula	/petiole/ligula/length	/petiole/margins	/petiole/margins/apex	/petiole/margins/base	/petiole/margins/base/differential distance	/petiole/margins/length	/petiole/secondary veins	/petiole/veins	/prophyllum	/prophyllum/length	/prophyllum/sheaths	/shoot apex	/stamens	/stamens/anthers	/stamens/filaments	/stamens/ovary	/stems	/stems/internodes	/stems/internodes/length	/stems/length	/stems/nodes	/stems/thickness	/stems/upper internodes	/stems/upper internodes/length	/stipules	/stipules/blade	/stipules/blade/apex	/stipules/blade/base	/stipules/blade/base/differential distance	/stipules/blade/dimensions	/stipules/blade/margins	/stipules/blade/shape	/stipules/blade/texture	/stipules/dimensions	/stipules/length	/stipules/petiole	/stipules/petiole/length	/stipules/veins	/upper internodes	
Piper brownsbergense 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Small shrub or subshrub, 	-	0.15-1.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts triangular-subpeltate, marginally fringed. 	-	-	-	-	-	pendent under leaves	-	-	-	peduncle |, pilose, glabrescent; 	1-2 cm long	-	-	spike 	-	-	to 5.5 cm long	-	-	-	-	-	-	-	Infructescence pendent;      	-	fruits depressed-globose to obovoid, glabrous or papillate at apex, substylose,       	-	stigmas 3.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, pilose; 	blade glandular-dotted, 	apex acute to acuminate, 	base equal or unequally attached to petiole difference |, subcordate or obtuse, shorter side cuneate, pilose above, more densely so below; 	0.2-0.3 cm	(7-)11-21 x (3-)4-11 cm	margin ciliate, 	elliptic, lanceolate-oblong or ovate	somewhat scabrous	(0.2-)0.3-0.5(-3.5) cm long	-	-	-	-	-	-	-	secondary veins 4-7(-9) per side, originating from throughout primary vein, tertiary venation widely reticulate. 	-	-	-	-	-	-	-	-	-	Stem somewhat yellow-glandular, pilose, hairs 	-	-	to 2 mm long	-	-	upper internodes drying finely ridged. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper cernuum 	-	-	-	-	-	-	Fruits obovoid, |, puberulent at apex, 	-	-	-	-	-	stigmas 3, sessile, 	to 8 mm long	-	ca. 2-2.5 mm wide	Shrub or treelet, 	-	2-6 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts marginally fringed; 	-	-	-	-	-	pendent	-	-	-	peduncle |, densely pubescent; 	1-3(-5) cm long	-	rachis glabrous; 	spike |, yellow, not apiculate; 	-	-	20-60 cm long	-	-	-	stamens laterally dehiscent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole vaginate to apex, |, densely pubescent; 	blade |, not glandular-dotted, |, 	apex acute, 	base equal or almost equally attached to petiole, deeply unequally lobed, glabrous or sparsely pubescent above, veins glabrescent above, densely pubescent below; 	-	23-60 x 14-28 cm	-	broadly ovate to elliptic-ovate	not scabrous	4-9 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-8 per side, originating from lower 3/4 or more of primary vein, flat above and prominulous below, tertiary veins widely reticulate or sometimes transverse. 	-	-	-	-	-	-	-	-	Stem densely pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper ciliomarginatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 1-3 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle |, glabrous; 	0.8-1.6 cm long	-	-	spike |, white, not apiculate; 	-	-	2-8 cm long	-	-	-	-	-	-	-	Infructescence pendent, |, green; 	-	fruits trigonous, |, glabrous, 	-	stigmas 3, sessile.	-	0.4 mm wide	7-8 cm long	-	3 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole of lower leaves |, of upper leaves |, glabrous, vaginate or winged to apex; 	blade |, densely glandular-dotted, |, 	apex acute to acuminate, 	base equal or somewhat unequally attached to petiole difference |, acute or obtuse or rounded or subcordate, glabrous on both surfaces; 	0-4 mm	13-22 x 6-11 cm	margin ciliate, 	elliptic-ovate to broadly ovate	not scabrous	0-0.3 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 46 per side, originating from lower 1/2 of primary vein, flat above and below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper consanguineum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Herbaceous small shrub, |, sometimes creeping, retrorsely crisp-pubescent. 	-	0.1-0.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate, glabrous; 	-	-	-	-	-	pendent	-	-	-	peduncle |, glabrescent; 	to 0.5 cm long	-	rachis pubescent. 	spike erect, |, white, yellow to green, apiculate; 	-	-	1.5-2.5 cm long	-	-	-	-	-	-	-	Infructescence |, green or brownish; 	1-3 x 0.8-1 cm	fruits depressed globose, |, papillose, green, becoming exserted, 	to 3 mm in diam.	stigmas 3, recurved on a very short style.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, crisp-pubescent, vaginate near base; 	blade dark green above often with a pale or white band along primary vein, pale green below, not conspicuously glandular-dotted, 	apex obtuse-acute to acuminate, 	base equal or almost equally attached to petiole, rounded to subcordate, glabrous above, crisp-pubescent below especially on veins; 	-	3.5-7(-12) x 1-2(-3.5) cm	-	narrowly elliptic or lanceolate-oblong	-	0.2-1.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 6-12 per side, originating from throughout primary vein, clearly anastomosing within margin. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper coruscans 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or subshrub 	-	to 1-3 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts rounded to trigonous, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle |, glabrous; 	0.5-1(-2.5) cm long	-	-	spike |, white, apiculate; 	-	-	8-11 cm long	-	-	-	-	-	-	-	Infructescence erect, green;      	-	fruits obovoid or somewhat angular, depressed at apex, |, glabrous, green, 	-	stigmas 3, sessile.	-	0.8-1 mm wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous or sparsely pubescent, vaginate to apex; 	blade |, often drying yellowish or greyish green, not scabrous, not conspicuously glandular-dotted below, |, 	apex long-acuminate, 	base equal or almost equally attached to petiole, truncate, rounded or cordulate, glabrous above or primary vein somewhat appressed-pubescent, veins appressed-pubescent below; 	-	11-24 x 6-13 cm	-	broadly ovate to ovate, or even suborbiculate	firmly membranous	2-3.2(-6.5) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-7 per side, originating from lower 1/2 or lower 2/3 of primary vein, ascending at an angle of 40-45º, plane to impressed above, prominent below, tertiary veins obsoletely transverse. 	-	-	-	-	-	-	-	-	Stem glabrescent. 	-	-	-	-	-	-	-	Stipules about as long as petiole. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper crassinervium 	-	-	-	-	-	-	Fruits rounded, glabrous, with persistent style,      	-	-	-	-	-	stigmas 3, recurved.	-	-	-	Shrub or treelet, 	-	2-5 m tall	-	-	-	-	-	Inflorescence:      	-	-	-	-	-	-	-	floral bracts marginally fringed. 	-	-	-	-	-	-	-	-	-	peduncle stout, |, pubescent; 	0.5-1.5 cm long	-	-	spike 	-	12-15 x 0.5-0.7 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous or pubescent, vaginate to middle or to apex; 	blade |, not glandular-dotted, |, 	apex acuminate, 	base equal or almost equally attached to petiole, truncate or cuneate, but acute to petiole, glabrous above, veins more or less pubescent below; 	-	13-20 x 5-13 cm	-	ovate	not scabrous	ca. 1.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-5 per side, originating from lower 1/2 of primary vein, prominent below. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper cyrtopodum 	-	-	-	-	-	-	Fruits ovoid, |, glandular, glabrous, 	-	-	-	-	-	stigmas 3, may be on a short style or fruits apiculate.	-	-	ca. 2 mm wide	Subshrub or herb, 	-	1-3(-4) m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate and pilose on inner side and at base. 	-	-	-	-	-	pendent	-	-	-	peduncle |, pilose, often red; 	0.9-1.6 cm long	-	-	spike |, not apiculate; 	-	-	2.5-5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, pilose, glabrescent, vaginate to apex, sometimes reddish tinged; 	blade |, not conspicuously glandular-dotted, |, 	apex acuminate or acute, 	base equal or almost equally attached to petiole, subcordate to rounded, somewhat pilose above, more so below; 	-	9-20 x 4-6(-10) cm	margin hardly ciliate, 	elliptic-ovate, elliptic-oblong or lanceolate	somewhat scabrous	0.2-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins (4-)6-8 per side, originating from throughout primary vein, plane above, prominent below. 	-	-	-	-	-	-	-	-	Stem pilose with hairs 	-	-	to 2 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper demeraranum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Subshrub or shrub, 	-	1-2.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate, glabrous or dorsally puberulent. 	-	-	-	-	-	erect	-	-	-	peduncle |, pubescent, green; 	to 1 cm long	-	rachis glabrous; 	spike |, white, yellow or green, apiculate; 	-	-	3.5-4.5 cm long	-	-	-	-	-	-	-	Infructescence |, green; 	-	fruits globose, |, puberulent at apex, 	-	stigmas 3, sessile.	-	2-2.5 mm wide	to 6 cm long	-	-	10 mm wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, crisp-pubescent, vaginate to blade; 	blade |, not glandular-dotted, dark green above, more pale below, |, 	apex acuminate, 	base unequally attached to petiole difference |, unequally cordate, with slightly larger, auriculate lobe mostly covering petiole, glabrous above, crisp-pubescent below; 	0.1-0.4 cm	11-26(-35) x 4-9 cm	-	elliptic to oblanceolate	membranous or subcoriaceous, not scabrous	0.3-0.5(-1) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 8-11(-14) per side, originating from throughout primary vein, flat to impressed above, prominent below, tertiary veins widely reticulate. 	-	-	-	-	-	-	-	-	Stem crisp-pubescent or sometimes appressed-pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper dilatatum 	-	-	-	-	-	-	Fruits trigonous, glabrous, or with some hairs at top,      	-	-	-	-	-	stigmas 3, sessile.	-	-	-	Shrub or subshrub 	-	to 4 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts |, densely marginally fringed; 	0.7-0.8 mm in diam.	-	-	-	-	erect	-	-	-	peduncle |, puberulent to glabrous; 	0.5-1 cm long	-	-	spike |, white to yellow, not apiculate; 	-	-	7-8 cm long	-	-	-	stamen connective narrow,       	anthers dehiscing laterally. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, pubescent sometimes densely so, vaginate to apex, occasionally reddish tinged; 	blade |, not glandular-dotted, |, 	apex acuminate, 	base unequally attached to petiole difference |, unequally cordate, rounded or obtusish, upper surface glabrous to pubescent, veins pubescent, lower surface sparsely to densely pubescent; 	0.3-0.4 cm	15-20 x 7-9 cm	-	rhombic, elliptic to subobovate	hardly to densely scabrous above	0.5-1.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6 per side, originating from lower 1/2 of primary vein, tertiary veins transverse and parallel reticulate. 	Prophyll densely pubescent. 	-	-	-	-	-	-	-	Stem crisp-pubescent or scabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper divaricatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub, subshrub or treelet, sometimes scandent, 	-	to 3 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts marginally fringed. 	-	-	-	-	-	usually pendent	-	-	-	peduncle |, glabrous; 	0.5-0.8(-1.5) cm long	-	-	spike |, whitish, pale yellow or green, apiculate; 	-	-	3-6 cm long	-	-	-	-	-	-	-	Infructescence 	6 x 1 cm (when dried)	fruits obovoid, |, glabrous, becoming exserted, 	-	stigmas 3, sessile.	1-2 mm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate or grooved to apex; 	blade |, dark glandular-dotted on both sides, |, 	apex acute to acuminate, 	base almost equal, obtuse or acute, glabrous; 	-	10-20 x 3-8 cm	-	rhombic, somewhat asymmetric	coriaceous, drying shiny or membranous	1-2.2 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-6 per side, originating from lower 3/4 of primary vein, at a wide angle and abruptly curving upward, not anastomosing, shallowly or deeply impressed above, prominulous to prominent below, tertiary veins reticulate, slightly prominulous or inconspicuous. 	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper duckei 	-	-	-	-	-	-	Fruits obpyramidate-trigonous,      	apex depressed, glandular, pubescent, 	-	-	-	-	stigmas 3, linear, sessile.	-	-	-	Shrub 	-	to 1.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle |, crisp-pubescent; 	0.4-1.5 cm long	-	-	spike |, pink, apiculate; 	-	-	to 16 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, hirsute, broadly vaginate or winged to apex; 	blade drying glossy above, |, not conspicuously glandular-dotted, |, 	apex (long) acuminate, 	base equal or unequally attached to petiole difference |, rounded or cordulate, one side may be subacute, glabrous above, hirsute below, veins densely so; 	0-0.5 cm	13-21 x 7.5-10 cm	-	slightly asymmetrical, broadly elliptic	not scabrous	0.5-1.2 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-8 per side, originating from lower 3/4 or 2/3 of primary vein, impressed above, tertiary veins reticulate, prominulous. 	-	-	-	-	-	-	-	-	Stem densely hirsute. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper dumosum 	-	-	-	-	-	-	Fruits obovoid to trigonous, glabrous, depressed at apex when dried,      	-	-	-	-	-	stigmas 3, erect.	-	-	-	Shrub or treelet 	-	to 3 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent	-	-	-	peduncle |, slender, glabrous, green to reddish; 	1-1.2 cm long	-	-	spike |, white, yellowish to green, not apiculate; 	-	-	5-8 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole 0.5-2(to 6 in fertile twigs) cm long, dark-villous (hairs at least 	blade |, glandular-dotted, |, 	apex short-acuminate, 	base equal or almost equally attached to petiole, acute, truncate to subcordate, sparsely villous above, more densely so below; 	-	18-22(-27) x 5.5-7.5(-17) cm	-	lance-elliptic to ovate to broadly ovate	may be somewhat bullate in vivo	1 mm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6 per side, originating from lower 3/4 of primary vein. 	-	-	-	-	-	-	-	-	Stem glabrous, densely dark glandular-dotted. 	-	-	-	-	-	-	-	Stipules large |, early caducous. 	-	-	-	-	-	-	-	-	3 x 1.5 cm	-	-	-	-	-	
Piper eucalyptifolium 	-	-	-	-	-	-	Fruits depressed globose, glabrous,      	-	-	-	-	-	stigmas 3(-4), sessile.	-	-	-	Shrub or treelet |, glabrous except for subnodal lines of hairs on stem. 	-	to 2 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate, inflexed, glabrous. 	-	-	-	-	-	erect	-	-	-	peduncle |, glabrescent; 	ca. 0.5 cm long	-	-	spike |, apiculate; 	-	-	0.5-3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, ciliate, vaginate to apex; 	blade |, not conspicuously glandular-dotted, dark green above, pale below, |, 	apex long-acuminate, 	base almost equal, acute, glabrous; 	-	6-16 x 1.5-3 cm	-	narrowly lanceolate	not scabrous	0.3-0.7 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 8-15 per side, originating from throughout primary vein, plane above, slightly prominulous below, tertiary veins obsolete. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper fanshawei 	-	-	-	-	-	-	Fruits obovoid, puberulent at depressed apex,      	-	-	-	-	-	stigmas sessile.	-	-	-	Small shrub 	-	to 2 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts dorsally fringed, crowded. 	-	-	-	-	-	erect	-	-	-	peduncle filiform, 	1-1.5 cm long	-	-	spike |, apiculate; 	-	-	2 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate below middle; 	blade |, not glandular- but finely pellucid-dotted, 	-	-	-	10-14 x 3-4.5 cm	-	elliptic(-oblong)	not scabrous	1-2 cm long	-	-	margin not ciliate,       	apex acuminate, 	base equal or unequally attached to petiole difference |, acute, glabrous; 	0.2 cm	-	-	pinnately veined, secondary veins 5-6 per side, originating from throughout primary vein, plane or inconspicuous above, slightly prominulous below, tertiary veins inconspicuous. 	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper flexuosum 	-	-	-	-	-	-	Fruits depressed globose or ovoid, glabrous,      	-	-	-	-	-	stigmas sessile.	-	-	-	Shrub to 2? m tall. 	-	-	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect or slightly curved	-	-	-	peduncle |, crisp-pubescent; 	0.5 cm long	-	-	spike |, apiculate; 	-	-	4-6 cm long	-	0.4-0.5 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, crisp-pubescent, vaginate to apex; 	blade |, glandular-dotted, |, 	apex acute, 	base almost equally attached to petiole, unequally obtuse or acute, glabrous except for veins crisp-pubescent below; 	-	8-13 x 3.5-5.5 cm	-	elliptic	not scabrous	0.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-7 per side, originating from throughout primary vein, prominent below, tertiary veins inconspicuously reticulate. 	-	-	-	-	-	-	-	-	Stem densely crisp- pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper fuligineum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stout herb or slender shrub, 	-	ca. 1 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts ciliate and hirtellous. 	-	-	-	-	-	erect	-	-	-	peduncle 	0.2-0.6 cm long	-	rachis glabrous or sparsely pubescent; 	spike |, green, not apiculate; 	-	-	3.5-7 cm long	-	-	-	-	-	-	-	Infructescence erect, 	-	fruits globose to trigonous, |, glabrous, 	-	stigmas 3, sessile.	-	0.8-1 mm wide	3.5-7 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, pubescent, vaginate at base; 	blade |, not conspicuously glandular-dotted, yellow-green, |, 	apex long-acuminate to obtuse, 	base equal or almost equally attached to petiole, unequally cordate, lepidote-scabrid above, lower surface and veins hirsute; 	-	5-12 x 2.5-6.5 cm	-	ovate	scabrous	0-0.4 cm long	ligule present, |, but often hidden by indument; 	0.5-1 mm long	-	-	-	-	-	-	pinnately veined, secondary veins 3-5 per side, originating from lower 1/3 of primary vein, impressed above, prominent below. 	-	-	-	-	-	-	-	-	Stem pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper glabrescens 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 1.5-2 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts glabrous to papillate. 	-	-	-	-	-	erect	-	-	-	peduncle |, glabrous; 	to 1.5 cm long	-	-	spike |, apiculate; 	-	-	to 6 cm long	-	-	-	-	-	-	-	Infructescence 	-	fruits depressed globose or subtetragonous, |, glabrous, glandular, 	1.2 mm in diam.	stigmas 3, sessile.	-	-	-	-	to 0.5 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to apex, glabrescent; 	blade |, densely glandular-dotted, |, 	apex acuminate, 	base equal or unequally attached to petiole difference 	0.2 cm	14-28 x 7-14 cm	-	elliptic to ovate	not scabrous	1-3.2 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-7 per side, originating from lower 2/3 of primary vein, slightly impressed above, prominulous below, tertiary veins more or less parallel. 	-	-	-	-	-	-	-	-	Stem glabrescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper guianense 	-	-	-	-	-	-	Fruits without style,      	-	-	-	-	-	stigmas 3?, sessile.	-	-	-	Small shrub, often scrambling, rooting at lower nodes. 	-	-	-	-	-	-	-	Inflorescence 	anthers dehiscing laterally; 	-	-	-	-	-	-	floral bracts rounded to cucullate, sparsely fringed, with central dark gland; 	-	-	-	-	-	erect	-	ovary glabrous. 	-	peduncle filiform, |, sparsely pubescent; 	to 3(-4) cm long	-	-	spike |, apiculate; 	-	-	1-1.7 cm long	-	-	1.5 mm wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, sparsely pubescent or glabrescent, vaginate to apex; 	blade |, somewhat glandular-dotted below, |, 	apex acute to acuminate, 	base equal, obtuse, truncate, rounded or subacute, glabrous except sparsely minutely pubescent veins above, minutely crisp-pubescent on veins below; 	-	5-8(-13) x 1.5-3.5(-6.3) cm	margin ciliate towards apex, 	narrowly ovate to ovate	not scabrous	0.7-1.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-5(-7) per side, originating from lower 1/3 or more of primary vein, 2 originating from base, tertiary venation reticulate obsolete above, slightly visible below, primary vein slightly impressed above, prominulous below. 	-	-	-	-	-	-	-	-	Stem ribbed, glabrous, younger parts sparsely pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper hirtilimbum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 0.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed; 	-	-	-	-	-	pendent	-	ovaries (and fruits) pubescent,       	stigmas 3?, rounded, sessile.	peduncle |, long-hirsute; 	0.5-1.2 cm long	-	rachis presumably puberulent; 	spike |, hardly apiculate; 	-	-	1-3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, long-hirsute, vaginate to apex (or to middle); 	blade |, glandular-dotted, |, 	apex acuminate, 	base unequally attached to petiole difference |, rounded to subcordate, pilose above and below; 	0-0.8 cm	16-25 x 6-9.5 cm	margin long-ciliate, 	obovate to elliptic or elliptic-oblong	not scabrous	1-3 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-8 per side, originating from lower 2/3 of primary vein, flat above, prominent below, tertiary veins parallel and reticulate. 	-	-	-	-	-	-	-	-	Stem long-hirsute, hairs 	-	-	to 2.5 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
