-	/anthocarps*	/anthocarps*/shape	/anthocarps*/texture	/anthocarps*/hairs	/anthocarps*/hairs/shape	/anthocarps/colour*	/anthocarps/colour*/growth form	/anthocarps/colour*/colour	/anthocarps/dimensions*	/anthocarps/hairs*	/anthocarps/hairs*/shape	/anthocarps/hairs*/texture	/anthocarps/hairs*/hairs	/anthocarps/shape*	/anthocarps/shape*/shape	/capsules*	/capsules*/shape	/capsules*/texture	/capsules*/hairs	/capsules/seeds/shape*	/capsules/seeds/shape*/shape	/female perianth*	/female perianth*/shape	/female perianth/shape*	/female perianth/shape*/shape	/flowers*	/flowers*/shape	/flowers*/texture	/flowers*/hairs	/flowers*/growth form	/flowers/dimensions*	/flowers/ovary*	/flowers/ovary*/shape	/flowers/ovary*/position	/flowers/ovary/locule number*	/flowers/ovary/shape*	/flowers/ovary/shape*/shape	/flowers/ovary/shape*/texture	/flowers/ovary/style*	/flowers/ovary/style*/shape	/flowers/stamens/anthers*	/flowers/stamens/anthers*/shape	/flowers/stamens/filaments*	/flowers/stamens/filaments*/shape	/flowers/stamens/filaments*/growth form	/flowers/stamens/stamen number*	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/hairs	/fruits*/growth form	/fruits/seeds/colour*	/fruits/seeds/colour*/texture	/fruits/seeds/colour*/colour	/fruits/seeds/embryo*	/fruits/seeds/embryo*/shape	/fruits/seeds/shape*	/fruits/seeds/shape*/shape	/fruits/seeds/testa/texture*	/fruits/seeds/testa/texture*/shape	/fruits/seeds/testa/texture*/texture	/fruits/seeds/testa/texture*/growth form	/fruits/shape*	/fruits/shape*/shape	/fruits/texture*	/fruits/texture*/texture	/habit*	/habit*/environment	/habit*/shape	/habit*/texture	/habit*/growth form	/habit*/colour	/habit/growth form*	/habit/growth form*/environment	/habit/growth form*/growth form	/habit/hairs*	/habit/hairs*/hairs	/habit/height*	/habit/height*/shape	/habit/stems*	/habit/stems*/shape	/habit/stems*/texture	/habit/stems*/growth form	/habit/stems/colour*	/habit/stems/colour*/colour	/habit/stems/growth form*	/habit/stems/growth form*/growth form	/habit/stems/hairs*	/habit/stems/hairs*/hairs	/habit/stems/length*	/inflorescences*	/inflorescences*/shape	/inflorescences*/position	/inflorescences*/margin type	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences/bracteoles*	/inflorescences/bracteoles*/shape	/inflorescences/bracteoles*/margin type	/inflorescences/bracteoles/bracteole number*	/inflorescences/bracteoles/length*	/inflorescences/bracteoles/shape*	/inflorescences/bracteoles/shape*/shape	/inflorescences/bracts*	/inflorescences/bracts*/shape	/inflorescences/bracts and bracteoles*	/inflorescences/bracts and bracteoles*/shape	/inflorescences/bracts/length*	/inflorescences/bracts/shape*	/inflorescences/bracts/shape*/shape	/inflorescences/flower number*	/inflorescences/flower number*/hairs	/inflorescences/flowers*	/inflorescences/flowers*/shape	/inflorescences/flowers*/colour	/inflorescences/hairs*	/inflorescences/hairs*/shape	/inflorescences/hairs*/texture	/inflorescences/hairs*/hairs	/inflorescences/hairs*/colour	/inflorescences/length*	/inflorescences/pedicels*	/inflorescences/pedicels*/shape	/inflorescences/pedicels*/texture	/inflorescences/pedicels/hairs*	/inflorescences/pedicels/hairs*/shape	/inflorescences/pedicels/hairs*/hairs	/inflorescences/pedicels/length*	/inflorescences/peduncle/hairs*	/inflorescences/peduncle/hairs*/shape	/inflorescences/peduncle/hairs*/hairs	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/shape	/inflorescences/position*/position	/inflorescences/position*/growth form	/inflorescences/shape*	/inflorescences/shape*/shape	/inflorescences/shape*/position	/leaves*	/leaves*/shape	/leaves*/margin type	/leaves*/hairs	/leaves*/growth form	/leaves/blade*	/leaves/blade*/shape	/leaves/blade*/texture	/leaves/blade*/margin type	/leaves/blade*/hairs	/leaves/blade*/colour	/leaves/blade/dimensions*	/leaves/blade/dimensions*/shape	/leaves/blade/hairs*	/leaves/blade/hairs*/shape	/leaves/blade/hairs*/position	/leaves/blade/hairs*/hairs	/leaves/blade/hairs*/hairs/shape	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/shape/dimensions*	/leaves/blade/texture*	/leaves/blade/texture*/texture	/leaves/blade/texture*/hairs	/leaves/length*	/leaves/petiole*	/leaves/petiole*/shape	/leaves/petiole*/texture	/leaves/petiole*/growth form	/leaves/petiole/hairs*	/leaves/petiole/hairs*/texture	/leaves/petiole/hairs*/hairs	/leaves/petiole/length*	/leaves/shape*	/leaves/shape*/shape	/leaves/shape*/margin type	/leaves/shape/dimensions*	/leaves/stipules*	/leaves/stipules*/shape	/leaves/stipules*/position	/leaves/stipules*/growth form	/leaves/stipules/length*	/male flowers/tepals/shape*	/male flowers/tepals/shape*/shape	/male perianth*	/male perianth*/position	/male perianth*/growth form	/male perianth/shape*	/male perianth/shape*/shape	/male perianth/shape*/texture	/male perianth/stamens/stamen number*	/petiole*	/petiole*/shape	/petiole*/margin type	/petiole/blade/apex/shape*	/petiole/blade/apex/shape*/shape	/petiole/blade/base/shape*	/petiole/blade/base/shape*/shape	/petiole/blade/dimensions*	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/blade/shape/dimensions*	/petiole/length*	/seeds*	/seeds*/hairs	/seeds*/growth form	/sepals*	/sepals*/shape	/sepals*/margin type	/sepals*/growth form	/sepals/shape*	/sepals/shape*/shape	/sepals/stamens/stamen number*	/stems*	/stems*/shape	/stems*/growth form	/tepals*	/tepals*/shape	/tepals*/margin type	/tepals*/hairs	/tepals*/growth form	/tepals/colour*	/tepals/colour*/colour	/tepals/hairs*	/tepals/hairs*/shape	/tepals/hairs*/hairs	/tepals/shape*	/tepals/shape*/shape	/tepals/shape/length*	/tepals/stamens/stamen number*	/utricles*	/utricles*/shape	/utricles*/texture	/utricles*/growth form	/utricles/seeds/colour*	/utricles/seeds/colour*/colour	/utricles/seeds/shape*	/utricles/seeds/shape*/shape	/utricles/shape*	/utricles/shape*/shape	/utricles/shape*/texture	/habitat*	/habitat*/environment	/habitat*/texture	/habitat*/hairs	/habitat*/growth form	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Neea spruceana 	Anthocarp 	-	-	-	-	yellowish-green or maroon-purple	-	green,maroon,purple	ca. 10 x 4 mm	-	-	-	-	narrowly ellipsoid or oblongoid	ellipsoid,narrow,oblongoid	-	-	-	-	-	-	Female perianth |, |, 	-	suburceolate, campanulate or infundibuliform	campanulate,infundibuliform,urceolate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or tree 	-	-	-	-	-	-	-	-	-	-	1-16 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, lax, corymbose panicle; 	-	-	-	-	-	-	bracteoles at base of flower 	-	-	3	to 0.75-1 mm long	triangular-lanceolate	lanceolate	-	-	-	-	-	-	-	few- to many-flowered	-	flowers subsessile. 	subsessile	-	peduncle and axes very sparsely and thinly spreading-rufous-puberulent; 	-	thin	puberulent	rufous	-	-	-	-	-	-	-	-	-	-	-	3-6.8 cm long	axillary or terminal	-	axillary,terminal	-	-	-	-	Leaves opposite or subopposite, those of a pair often unequal in size, sometimes verticillate in whorls of |, 	-	-	-	-	blade 	-	-	-	-	-	7-16.5 (-19.5) x 2-6 cm	-	-	-	-	-	-	usually elliptical or oblong, sometimes ovate or oblanceolate	elliptical,oblanceolate,oblong,ovate	-	membranaceous or subcoriaceous	subcoriaceous	-	-	subsessile to petiolate, petiole 	subsessile	-	-	-	-	-	4-15 mm	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, teeth |, 	-	-	urceolate, sometimes infundibuliform or tubular-ellipsoid	ellipsoid,infundibuliform,tubular,urceolate	-	5-6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in rainforest, restinga or varzea and in coastal as well as interior forest in Guyana and French Guiana, 	forest	-	-	-	-	up to 600m	-	
PISONIA  	Anthocarps dry or 	-	-	-	-	-	-	-	-	-	-	-	-	ellipsoid, oblongoid, obovoid or clavate	clavate,ellipsoid,oblongoid,obovoid	-	-	-	-	-	-	Female perianth |, slightly longer than perianth, 	-	tubular to narrowly campanulate or urceolate	campanulate,narrow,tubular,urceolate	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, sessile or pedunculate, |, often borne on modified short shoots. 	sessile,short	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	few- to many-flowered	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	-	axillary,terminal	-	paniculate or corymbiform cymes, sometimes umbelliform or thyrsiform	paniculate,thyrsiform	-	Leaves opposite or subopposite, petiolate, entire, 	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, exserted, |, connate at base, basifixed or dorsifixed, 	exserted	connate	turbinate or obconic-campanulate	campanulate,obconic	turbinate	6-8(-10)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Pisonia macranthocarpa 	Anthocarp on elongated pedicel, dry, 	elongate	-	-	-	green	-	green	16-20 x 8-9 mm	densely puberulent	-	-	densely,puberulent	obconical or clavate	clavate,obconical	-	-	-	-	-	-	Female perianth 	-	tubular to more or less urceolate	tubular,urceolate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scrambling shrub or liana with numerous arcuate branches, climbing |, stout, straight to slightly curved, 	shrub	curved	-	-	-	-	-	-	-	-	to 6 m or more	-	stems 	-	-	-	-	-	-	-	densely pubescent, becoming glabrescent with age	densely,glabrescent	-	Inflorescence seemingly |, usually borne at apex of very reduced short shoots, 	short	-	-	-	-	red	bracteoles 	-	-	-	1-1.4 mm long	oblong	oblong	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pedicels 	-	-	short, viscid-pubescent	short	-	-	-	-	-	1-5 cm	axillary	-	axillary	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Male perianth 	-	-	broadly campanulate	campanulate	-	-	Petiole 	-	-	-	-	-	-	11 x 6 cm	ovate, elliptical, obovate or suborbicular	elliptical,ovate,suborbicular	-	to 3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	occurring in thickets on wooded, elevated "islands" in savanna vegetation	-	thick	-	-	-	-	-	
AIZOACEAE  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary superior, half-inferior or inferior, 	-	 half-inferior,superior	-	-	-	-	styles 	-	anthers dehiscing by longitudinal slits; 	dehiscing	filaments rarely connate at base, 	-	connate	4-5 or 8-10	     	-	-	-	-	-	-	-	embryo curved peripheral, 	curved	reniform	reniform	-	-	-	-	-	-	-	-	Predominantly succulent, annual to perennial herbs, subshrubs or shrubs. 	subshrub	-	-	-	red	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flowers often solitary by reduction from more complex forms. 	-	red	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mostly a terminal dichasium in various forms, sometimes seeming axillary	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blades succulent, 	-	-	-	-	-	-	-	often pubescent	-	-	-	-	-	-	-	-	-	-	-	petioles clasping or connate and surrounding stem; 	-	-	connate	-	-	-	-	-	-	-	-	stipules present or absent; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SESUVIUM  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary 	-	-	2-5-locular	-	-	-	styles 	-	-	-	filaments 	-	-	either 5, free, or numerous and inserted on perianth-tube	Fruit a |, circumscissile capsule, |, operculum |, septa incomplete in ripe fruits; |, completely covered by a thin aril, smooth or rough to papillose.	incomplete	smooth,thin	papillose	-	-	-	-	-	-	cochleate to reniform	cochleate,reniform	-	-	-	-	conical	conical	membranous	membranous	Succulent, |, annual or perennial herbs; 	-	-	-	-	-	erect or prostrate	-	erect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, of 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	one or more	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary	-	axillary	-	-	-	-	Leaves |, often more or less terete; 	terete	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petioles sheathing, often connate at base. 	-	thin	connate	-	-	-	-	-	-	-	-	exstipulate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sesuvium portulacastrum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Capsule |, circumscissile below middle; |, shiny, |, 	-	-	-	lenticular-reniform or orbicular	orbicular	-	-	-	-	Flowers solitary,  |, |, thickened,  |,  |, unequal, included, inserted at orifice of perianth-tube, |, free above, connate below in a skirt-like tube, |, 	-	thick	-	connate	-	ovary 	-	-	-	ovoid to subglobose	ovoid,subglobose	-	styles 	-	anthers 	-	filaments 	-	-	numerous (ca. 25)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Perennial herb, |, often rooting at nodes. 	-	 nodes	-	-	-	-	-	-	glabrous	glabrous	-	-	stem much branched, terete, trailing 	branched,terete	-	trailing	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	obtuse to acute	acute,obtuse	-	-	1-5(-7) x 0.2-2.5 cm	oblong, elliptical, narrowly oblanceolate, linear-oblong or linear	elliptical,linear,narrow,oblanceolate,oblong	-	1-12 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CHENOPODIACEAE  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Flowers bisexual or unisexual, small, |, free or basally united; |, |, |, campylotropous, 	small	-	-	-	-	ovary superior, 	-	superior	1-locular	-	-	-	-	-	anthers 	-	filaments mostly free, 	-	-	1-5	     	-	-	-	-	-	-	-	embryo 	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	bracts present or absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	blades sometimes much reduced, often farinose, glandular or resin-dotted. 	-	-	-	farinose,glandular	red	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	exstipulate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems sometimes jointed or succulent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CHENOPODIUM  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary horizontally 	horizontally	-	-	flattened	flattened	-	-	-	anthers 	-	filaments 	-	-	(3)5	     	-	-	-	-	shining, black	-	black	embryo annular, 	-	usually lenticular	lenticular	smooth or roughened	-	roughened,smooth	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence of cymes or glomerulate clusters, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aggregated into axillary or terminal spikes or panicles, or cymes single and axillary	-	axillary,terminal	panicles,single	-	-	-	     	-	-	-	-	blade foliaceous, 	-	-	-	-	-	-	-	frequently glandular or farinose	-	-	farinose,glandular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems |, not jointed. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Chenopodium ambrosioides 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Annual or perennial, taprooted herb. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flowers sessile or subsessile. 	sessile	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	acute to obtuse, sometimes apiculate	acute,apiculate,obtuse	cuneate	cuneate	0.6-12.5 x 1-5.5 cm	lanceolate, oblanceolate, oblong-elliptic, rhombic-elliptic or ovate	lanceolate,ovate,rhombic	-	1-2 cm long	-	-	-	-	-	-	-	-	-	-	Stem |, strongly scented of mustard, ribbed, often somewhat woody, much-branched. 	branched	-	Tepals |, cucullate and folded over fruit; 	cucullate	-	-	-	greenish	green	glabrous or puberulent and usually gland-dotted	-	glabrous,puberulent	narrowly ovate	narrow,ovate	-	(3-)5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
AMARANTHACEAE  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary superior, 	-	superior	1-locular	-	-	-	style 	-	anthers 	-	filaments united below in a cup, 	-	-	(2-3)5	     	-	-	-	-	-	-	-	embryo 	-	-	-	-	-	-	-	-	-	-	-	Annual or perennial herbs, subshrubs or shrubs, or 	subshrub	-	-	-	-	clambering	-	clambering	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence of cymules, spikes, racemes, thyrses, heads or panicles, often of ultimate 	-	-	-	-	panicles	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flowers subtended by 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sessile to petiolate; 	sessile	-	-	-	-	-	-	-	-	-	-	exstipulate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
ACHYRANTHES  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anthers dorsifixed; 	-	-	-	-	5	     	-	-	-	-	-	-	-	embryo closely encircling solid perisperm.	-	more or less cylindrical	cylindric	thin, membranous	-	membranous,thin	-	-	-	-	-	Annual herbs, sometimes fruticose. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence of 	-	-	-	-	-	-	bracteoles located on outer side of reflexed flower, becoming indurated with spinose apex. 	-	spinose	-	-	-	-	bract persistent; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal	-	terminal	-	-	-	-	Leaves opposite, petiolate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Achyranthes aspera 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Herb |, becoming somewhat woody at base; 	-	-	-	-	-	-	-	-	-	-	to 1 m	-	stems obscurely angled, 	-	-	-	purplish	purplish	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaf-blade |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lanceolate, ovate, oblong, elliptical, oblanceolate, suborbicular or orbicular	elliptical,lanceolate,oblong,ovate,suborbicular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tepals |, apiculate|, 	apiculate	-	-	-	pinkish, brown, purplish or white	brown,pinkish,purplish,white	-	-	-	lance-elliptical, 	elliptical,lance	3.7-4.5 mm long	-	Utricle 	-	-	-	-	-	-	-	truncate at apex	truncate	-	-	-	-	-	-	-	-	-	
Achyranthes aspera var.aspera.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Herb |, becoming somewhat woody at base; 	-	-	-	-	-	-	-	-	-	-	to 1 m	-	stems obscurely angled, 	-	-	-	purplish	purplish	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaf-blade |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lanceolate, ovate, oblong, elliptical, oblanceolate, suborbicular or orbicular	elliptical,lanceolate,oblong,ovate,suborbicular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tepals |, apiculate|, 	apiculate	-	-	-	pinkish, brown, purplish or white	brown,pinkish,purplish,white	-	-	-	lance-elliptical, 	elliptical,lance	3.7-4.5 mm long	-	Utricle 	-	-	-	-	-	-	-	truncate at apex	truncate	-	-	-	-	-	-	-	-	-	
ALTERNANTHERA  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anthers 	-	-	-	-	(3)5	Fruit an indehiscent utricle.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, sessile or pedunculate, of various types. 	sessile	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	Leaves opposite, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
